Actual_CO_GT,RF_Predicted,SVR_Predicted,XGB_Predicted,GB_Predicted,RF_Error,XGB_Error
2.7,2.668,2.723,2.709,2.634,0.032,-0.009
1.9,2.108,1.824,2.044,2.246,-0.208,-0.144
4.1,3.772,3.986,3.995,3.864,0.328,0.105
1.4,1.163,1.088,1.178,1.118,0.237,0.222
4.3,3.845,3.938,3.901,3.851,0.455,0.399
1.4,2.279,1.8,2.043,2.12,-0.879,-0.643
2.5,2.648,2.613,2.601,2.736,-0.148,-0.101
0.9,0.836,0.901,0.859,0.783,0.064,0.041
0.9,0.791,0.788,0.744,0.707,0.109,0.156
0.3,0.523,0.47,0.477,0.56,-0.223,-0.177
1.0,0.921,0.796,1.013,1.001,0.079,-0.013
0.6,0.606,0.552,0.49,0.501,-0.006,0.11
0.8,0.904,0.875,0.837,0.892,-0.104,-0.037
0.5,0.451,0.361,0.447,0.468,0.049,0.053
2.5,2.527,2.446,2.429,2.424,-0.027,0.071
2.1,2.069,2.077,2.128,2.07,0.031,-0.028
1.1,1.01,1.399,1.144,1.141,0.09,-0.044
3.8,3.38,3.32,3.421,3.441,0.42,0.379
0.8,0.648,0.769,0.663,0.602,0.152,0.137
1.6,1.516,1.487,1.573,1.527,0.084,0.027
1.3,1.304,1.242,1.373,1.248,-0.004,-0.073
2.7,2.7,2.73,2.59,2.661,-0.0,0.11
1.7,1.639,1.752,1.675,1.655,0.061,0.025
2.1,1.653,1.819,1.694,1.682,0.447,0.406
1.7,1.471,1.645,1.534,1.52,0.229,0.166
1.4,1.343,1.406,1.336,1.29,0.057,0.064
1.4,1.292,1.318,1.367,1.306,0.108,0.033
2.0,2.024,2.139,2.084,2.086,-0.024,-0.084
1.3,1.066,1.139,1.12,1.04,0.234,0.18
0.3,1.273,1.38,1.313,1.289,-0.973,-1.013
2.9,2.13,2.429,2.418,2.379,0.77,0.482
9.5,9.558,8.485,8.344,9.295,-0.058,1.156
3.2,3.573,3.491,3.236,3.397,-0.373,-0.036
3.3,3.604,3.307,3.462,3.417,-0.304,-0.162
1.4,1.414,1.39,1.43,1.404,-0.014,-0.03
4.4,4.617,4.368,4.36,4.532,-0.217,0.04
8.6,8.056,7.851,8.36,8.577,0.544,0.24
3.1,3.714,3.626,3.812,3.836,-0.614,-0.712
1.4,1.248,1.3,1.21,1.237,0.152,0.19
0.8,0.854,0.775,0.823,0.851,-0.054,-0.023
2.7,2.392,2.898,2.458,2.319,0.308,0.242
1.4,1.378,1.376,1.302,1.444,0.022,0.098
1.3,1.407,1.254,1.33,1.323,-0.107,-0.03
0.8,0.827,0.83,0.822,0.748,-0.027,-0.022
2.1,1.677,1.523,1.727,1.75,0.423,0.373
0.5,0.443,0.5,0.556,0.512,0.057,-0.056
3.3,3.545,3.434,3.392,3.515,-0.245,-0.092
2.2,2.153,2.426,2.131,2.013,0.047,0.069
3.4,3.654,3.773,3.724,3.824,-0.254,-0.324
2.2,2.308,2.48,2.215,2.212,-0.108,-0.015
3.2,3.683,3.547,3.664,3.613,-0.483,-0.464
4.3,4.057,3.915,4.133,4.167,0.243,0.167
3.3,1.704,1.861,2.153,1.975,1.596,1.147
1.5,1.509,1.419,1.556,1.556,-0.009,-0.056
2.3,2.584,2.499,2.755,2.633,-0.284,-0.455
0.8,0.913,0.996,0.781,0.795,-0.113,0.019
0.4,0.815,0.765,0.744,0.767,-0.415,-0.344
0.2,0.345,0.217,0.311,0.37,-0.145,-0.111
2.6,2.517,2.409,2.506,2.542,0.083,0.094
3.0,2.395,2.563,2.568,2.442,0.605,0.432
0.2,0.707,1.005,0.871,0.833,-0.507,-0.671
1.8,1.824,1.819,1.791,1.814,-0.024,0.009
2.5,2.206,2.38,2.37,2.458,0.294,0.13
1.8,1.815,1.95,1.894,1.961,-0.015,-0.094
2.3,1.867,2.159,1.881,2.002,0.433,0.419
1.4,1.312,1.475,1.368,1.425,0.088,0.032
2.6,2.138,2.234,2.204,2.163,0.462,0.396
1.2,1.318,1.345,1.303,1.336,-0.118,-0.103
0.5,0.385,0.522,0.443,0.431,0.115,0.057
0.7,0.736,0.613,0.742,0.78,-0.036,-0.042
1.0,0.769,0.958,0.885,0.906,0.231,0.115
0.6,0.657,0.97,0.751,0.851,-0.057,-0.151
0.3,0.392,0.218,0.361,0.356,-0.092,-0.061
2.6,2.095,2.357,2.373,2.364,0.505,0.227
1.7,1.828,1.655,1.807,1.824,-0.128,-0.107
2.5,2.684,2.588,2.582,2.618,-0.184,-0.082
1.8,1.588,1.777,1.748,1.658,0.212,0.052
2.3,1.858,2.023,1.9,2.018,0.442,0.4
1.8,1.948,1.797,1.936,1.95,-0.148,-0.136
2.2,1.864,2.067,2.041,2.055,0.336,0.159
2.8,2.624,2.63,2.634,2.64,0.176,0.166
3.1,3.188,3.025,3.242,3.342,-0.088,-0.142
2.7,2.514,2.465,2.464,2.456,0.186,0.236
5.3,4.998,4.961,5.092,5.026,0.302,0.208
0.4,0.585,0.511,0.54,0.545,-0.185,-0.14
1.9,2.038,1.894,1.998,2.04,-0.138,-0.098
2.7,2.918,2.551,2.941,2.938,-0.218,-0.241
2.3,2.323,2.323,2.287,2.401,-0.023,0.013
0.9,1.592,1.513,1.686,1.58,-0.692,-0.786
1.8,1.91,1.866,1.912,1.887,-0.11,-0.112
1.5,1.525,1.642,1.549,1.413,-0.025,-0.049
2.5,2.146,2.411,2.276,2.371,0.354,0.224
3.5,3.675,3.665,3.635,3.694,-0.175,-0.135
0.4,0.371,0.237,0.39,0.423,0.029,0.01
2.1,2.173,2.114,2.185,2.238,-0.073,-0.085
2.7,2.498,2.345,2.389,2.518,0.202,0.311
2.9,3.0,3.128,2.989,3.131,-0.1,-0.089
2.2,2.315,2.199,2.273,2.257,-0.115,-0.073
3.4,3.63,3.293,3.562,3.694,-0.23,-0.162
1.2,1.338,1.226,1.518,1.389,-0.138,-0.318
1.5,1.46,1.516,1.51,1.427,0.04,-0.01
0.4,0.625,0.533,0.513,0.512,-0.225,-0.113
1.5,1.609,1.494,1.664,1.577,-0.109,-0.164
1.4,1.371,1.309,1.455,1.4,0.029,-0.055
0.6,0.636,0.621,0.587,0.601,-0.036,0.013
1.2,1.235,1.108,1.14,1.186,-0.035,0.06
1.9,2.173,2.041,2.054,2.092,-0.273,-0.154
2.0,2.418,2.223,2.315,2.288,-0.418,-0.315
1.1,1.221,1.134,1.05,1.139,-0.121,0.05
6.3,4.351,5.008,4.542,4.313,1.949,1.758
4.6,4.924,4.311,4.887,4.861,-0.324,-0.287
1.7,1.664,1.577,1.567,1.753,0.036,0.133
1.3,1.386,1.387,1.35,1.353,-0.086,-0.05
0.4,2.791,1.914,1.393,1.531,-2.391,-0.993
0.4,0.383,0.504,0.351,0.37,0.017,0.049
3.3,3.216,3.068,3.211,3.413,0.084,0.089
1.4,1.761,1.641,1.619,1.691,-0.361,-0.219
1.5,1.681,1.638,1.58,1.594,-0.181,-0.08
3.8,3.755,3.593,3.191,3.335,0.045,0.609
1.4,1.442,1.396,1.501,1.467,-0.042,-0.101
1.2,1.489,1.254,1.318,1.306,-0.289,-0.118
2.6,2.557,2.073,2.368,2.374,0.043,0.232
1.6,1.503,1.532,1.519,1.504,0.097,0.081
2.6,2.53,2.797,2.638,2.531,0.07,-0.038
2.0,1.754,1.658,1.509,1.524,0.246,0.491
3.0,2.808,3.122,2.965,2.897,0.192,0.035
2.1,1.913,1.942,1.881,1.872,0.187,0.219
1.2,1.195,1.109,1.084,1.119,0.005,0.116
1.1,1.465,1.096,1.065,1.068,-0.365,0.035
2.6,2.335,2.508,2.415,2.226,0.265,0.185
1.8,1.94,1.626,1.807,1.831,-0.14,-0.007
1.8,1.769,1.725,1.884,1.936,0.031,-0.084
2.3,2.337,2.188,2.19,2.225,-0.037,0.11
1.7,2.076,2.097,2.015,1.898,-0.376,-0.315
1.0,1.083,0.937,0.975,0.918,-0.083,0.025
1.0,0.746,0.914,0.871,0.852,0.254,0.129
0.8,0.721,0.782,0.727,0.681,0.079,0.073
3.1,3.238,3.195,3.254,3.187,-0.138,-0.154
1.1,1.108,1.11,1.006,0.959,-0.008,0.094
0.4,0.486,0.419,0.417,0.547,-0.086,-0.017
0.8,0.674,0.813,0.657,0.751,0.126,0.143
2.5,2.143,2.228,2.232,2.142,0.357,0.268
2.1,1.83,1.753,1.859,1.893,0.27,0.241
4.6,4.399,4.923,4.492,4.473,0.201,0.108
0.5,0.557,0.482,0.492,0.496,-0.057,0.008
1.2,1.313,1.285,1.34,1.318,-0.113,-0.14
0.9,1.036,0.944,0.962,0.91,-0.136,-0.062
0.2,0.497,0.325,0.473,0.529,-0.297,-0.273
0.9,0.861,0.951,0.882,0.873,0.039,0.018
2.4,2.713,2.586,2.458,2.458,-0.313,-0.058
1.6,1.6,1.599,1.528,1.459,0.0,0.072
1.5,1.457,1.477,1.43,1.475,0.043,0.07
1.5,1.84,1.463,1.807,1.941,-0.34,-0.307
1.0,1.021,0.895,0.959,0.931,-0.021,0.041
3.1,2.792,2.758,2.796,2.851,0.308,0.304
1.9,1.756,1.861,1.825,1.685,0.144,0.075
1.0,0.899,0.913,0.87,0.806,0.101,0.13
1.0,0.931,1.022,0.92,0.8,0.069,0.08
0.6,1.221,0.916,0.764,1.161,-0.621,-0.164
1.7,1.895,1.739,1.877,1.822,-0.195,-0.177
1.5,1.581,1.538,1.581,1.573,-0.081,-0.081
2.0,2.013,2.215,2.071,2.044,-0.013,-0.071
0.5,0.522,0.457,0.55,0.579,-0.022,-0.05
0.5,1.291,0.979,0.913,1.15,-0.791,-0.413
3.0,3.15,3.165,3.11,3.175,-0.15,-0.11
0.6,0.639,0.598,0.714,0.781,-0.039,-0.114
0.4,0.458,0.37,0.504,0.541,-0.058,-0.104
1.9,1.715,1.798,1.631,1.764,0.185,0.269
1.5,1.783,1.563,1.698,1.695,-0.283,-0.198
3.8,2.754,3.167,3.034,2.87,1.046,0.766
3.3,3.431,3.456,3.597,3.664,-0.131,-0.297
2.7,2.221,2.198,2.007,2.006,0.479,0.693
2.7,2.802,2.684,2.777,2.731,-0.102,-0.077
2.0,1.903,2.185,1.953,1.933,0.097,0.047
0.4,0.518,0.462,0.519,0.546,-0.118,-0.119
3.0,2.669,2.806,2.762,2.581,0.331,0.238
1.1,1.061,1.15,1.059,1.041,0.039,0.041
1.3,1.241,1.404,1.236,1.195,0.059,0.064
5.0,4.202,4.284,4.474,4.318,0.798,0.526
1.5,1.222,1.341,1.348,1.316,0.278,0.152
0.4,0.83,0.756,0.705,0.861,-0.43,-0.305
1.3,1.737,1.375,1.519,1.587,-0.437,-0.219
2.6,2.385,2.708,2.388,2.466,0.215,0.212
1.6,1.807,1.735,1.816,1.67,-0.207,-0.216
1.0,1.14,1.157,1.188,1.196,-0.14,-0.188
1.7,2.031,1.771,2.067,2.064,-0.331,-0.367
1.5,1.375,1.264,1.33,1.351,0.125,0.17
1.1,1.303,1.124,1.226,1.309,-0.203,-0.126
2.6,2.345,2.629,2.564,2.571,0.255,0.036
1.7,1.543,1.676,1.519,1.505,0.157,0.181
0.5,0.447,0.412,0.502,0.518,0.053,-0.002
0.5,0.611,0.549,0.577,0.573,-0.111,-0.077
3.6,3.098,2.979,3.101,3.121,0.502,0.499
2.2,2.142,2.122,1.906,1.96,0.058,0.294
0.9,1.053,0.678,0.998,0.999,-0.153,-0.098
1.5,1.226,1.403,1.318,1.338,0.274,0.182
4.1,4.244,4.057,4.168,4.23,-0.144,-0.068
0.4,0.414,0.368,0.33,0.369,-0.014,0.07
5.2,4.398,5.08,4.656,4.446,0.802,0.544
3.4,3.222,3.317,3.313,3.195,0.178,0.087
0.5,0.589,0.623,0.643,0.616,-0.089,-0.143
2.2,2.231,2.336,2.236,2.193,-0.031,-0.036
3.9,4.064,4.135,4.176,4.168,-0.164,-0.276
4.6,4.284,4.593,4.498,4.346,0.316,0.102
1.0,0.808,0.864,0.831,0.89,0.192,0.169
5.2,4.502,5.038,4.776,4.746,0.698,0.424
1.9,1.936,2.162,2.001,1.929,-0.036,-0.101
0.7,0.957,0.873,0.82,0.779,-0.257,-0.12
2.0,2.025,2.049,1.921,1.933,-0.025,0.079
0.6,0.671,0.584,0.626,0.6,-0.071,-0.026
0.4,0.358,0.435,0.397,0.38,0.042,0.003
3.0,3.053,3.243,3.016,2.927,-0.053,-0.016
2.4,2.307,2.288,2.33,2.325,0.093,0.07
4.0,3.912,4.026,4.105,3.974,0.088,-0.105
4.0,3.618,3.618,3.613,3.769,0.382,0.387
5.1,5.232,5.046,5.102,5.406,-0.132,-0.002
2.1,1.752,1.954,1.972,1.866,0.348,0.128
3.1,3.102,3.029,3.169,3.21,-0.002,-0.069
1.7,1.752,1.659,1.625,1.644,-0.052,0.075
2.2,2.022,2.341,2.184,2.163,0.178,0.016
1.5,1.451,1.469,1.495,1.482,0.049,0.005
1.7,1.901,1.744,1.863,1.855,-0.201,-0.163
3.4,3.532,3.414,3.429,3.359,-0.132,-0.029
1.0,0.986,1.067,0.997,1.018,0.014,0.003
0.5,0.67,0.534,0.585,0.619,-0.17,-0.085
2.6,2.601,2.556,2.668,2.65,-0.001,-0.068
1.4,2.021,1.558,1.77,1.95,-0.621,-0.37
0.4,0.575,0.467,0.547,0.522,-0.175,-0.147
1.9,1.639,1.788,1.745,1.777,0.261,0.155
1.5,1.278,1.365,1.256,1.252,0.222,0.244
4.3,4.811,4.77,5.098,5.053,-0.511,-0.798
5.3,5.063,5.317,5.054,5.134,0.237,0.246
2.1,2.069,2.241,2.163,2.188,0.031,-0.063
3.0,2.796,2.689,2.75,2.566,0.204,0.25
2.0,1.807,1.822,1.768,1.749,0.193,0.232
2.3,1.877,2.051,1.893,1.935,0.423,0.407
1.5,1.502,1.586,1.56,1.532,-0.002,-0.06
1.0,0.959,0.972,0.983,0.929,0.041,0.017
1.0,0.959,0.955,0.963,0.946,0.041,0.037
3.2,3.173,3.411,3.193,3.305,0.027,0.007
1.9,2.144,2.043,2.085,2.167,-0.244,-0.185
1.7,1.823,1.861,1.703,1.768,-0.123,-0.003
1.1,1.271,1.054,1.237,1.285,-0.171,-0.137
2.6,2.662,2.729,2.836,2.62,-0.062,-0.236
2.1,3.265,3.343,2.964,3.117,-1.165,-0.864
4.3,3.878,4.036,4.057,3.896,0.422,0.243
0.7,0.698,0.813,0.698,0.692,0.002,0.002
6.7,6.118,6.375,6.386,6.255,0.582,0.314
1.7,1.594,1.652,1.6,1.602,0.106,0.1
1.3,1.392,1.12,1.176,1.192,-0.092,0.124
1.6,1.495,1.333,1.497,1.475,0.105,0.103
1.5,1.124,1.461,1.389,1.57,0.376,0.111
2.0,2.053,1.98,2.069,1.996,-0.053,-0.069
3.7,3.792,3.952,3.621,3.778,-0.092,0.079
3.1,3.453,3.536,3.246,3.257,-0.353,-0.146
1.6,1.468,1.386,1.42,1.378,0.132,0.18
2.3,2.27,2.377,2.341,2.332,0.03,-0.041
0.5,0.588,0.539,0.543,0.525,-0.088,-0.043
3.0,3.057,3.09,3.148,3.071,-0.057,-0.148
2.4,3.206,3.233,2.826,3.138,-0.806,-0.426
4.5,3.85,4.173,3.794,3.784,0.65,0.706
2.2,2.139,1.935,2.073,2.033,0.061,0.127
2.9,2.639,2.619,2.742,2.67,0.261,0.158
2.0,2.604,2.057,2.598,2.5,-0.604,-0.598
0.4,0.516,0.706,0.502,0.572,-0.116,-0.102
1.2,1.412,1.21,1.359,1.377,-0.212,-0.159
0.3,1.148,0.935,0.896,1.038,-0.848,-0.596
1.0,0.962,0.964,1.078,1.06,0.038,-0.078
2.2,2.374,2.313,2.35,2.414,-0.174,-0.15
1.1,1.235,1.353,1.322,1.331,-0.135,-0.222
0.5,1.318,0.823,0.811,1.075,-0.818,-0.311
1.9,1.853,1.923,1.908,1.899,0.047,-0.008
1.5,1.56,1.533,1.461,1.382,-0.06,0.039
2.5,1.682,1.408,1.743,1.576,0.818,0.757
2.4,1.837,2.436,2.093,2.048,0.563,0.307
1.6,1.444,1.448,1.408,1.426,0.156,0.192
4.8,4.468,4.594,4.634,4.747,0.332,0.166
2.7,3.078,2.471,3.11,3.061,-0.378,-0.41
0.9,1.124,0.91,1.046,1.007,-0.224,-0.146
1.4,1.552,1.385,1.514,1.54,-0.152,-0.114
0.6,0.644,0.714,0.642,0.69,-0.044,-0.042
4.9,6.025,5.575,5.875,5.984,-1.125,-0.975
1.1,1.042,1.183,1.095,1.054,0.058,0.005
1.4,1.496,1.571,1.468,1.559,-0.096,-0.068
1.2,1.749,0.914,1.205,1.15,-0.549,-0.005
1.6,1.421,1.558,1.272,1.302,0.179,0.328
2.1,2.543,2.585,2.401,2.441,-0.443,-0.301
0.5,0.514,0.592,0.591,0.559,-0.014,-0.091
0.6,0.571,0.61,0.571,0.547,0.029,0.029
2.5,3.0,2.723,2.9,2.936,-0.5,-0.4
2.7,2.371,2.388,2.484,2.349,0.329,0.216
2.0,1.985,2.045,2.105,2.099,0.015,-0.105
3.1,3.173,3.212,3.413,3.317,-0.073,-0.313
1.3,1.25,1.304,1.181,1.19,0.05,0.119
1.3,1.036,1.179,1.086,0.992,0.264,0.214
1.7,1.693,1.885,1.695,1.698,0.007,0.005
2.0,2.013,1.983,2.073,2.03,-0.013,-0.073
1.8,2.041,2.299,2.287,2.204,-0.241,-0.487
1.9,1.914,1.936,1.868,1.856,-0.014,0.032
1.4,1.605,1.659,1.727,1.73,-0.205,-0.327
6.2,4.796,5.286,5.16,5.374,1.404,1.04
1.1,1.225,1.252,1.262,1.204,-0.125,-0.162
1.0,1.198,1.095,1.036,1.113,-0.198,-0.036
1.9,1.895,1.91,1.896,1.809,0.005,0.004
0.9,0.735,0.829,0.891,0.845,0.165,0.009
1.2,1.54,1.32,1.422,1.394,-0.34,-0.222
0.8,0.879,0.743,0.765,0.84,-0.079,0.035
1.5,1.303,1.204,1.412,1.42,0.197,0.088
2.3,2.087,1.941,2.044,1.983,0.213,0.256
4.6,5.139,5.084,5.234,5.106,-0.539,-0.634
1.9,1.675,1.858,1.864,1.918,0.225,0.036
6.2,6.416,6.014,6.283,6.191,-0.216,-0.083
4.6,4.232,4.77,4.35,4.315,0.368,0.25
2.5,2.398,2.643,2.423,2.389,0.102,0.077
1.2,1.067,1.198,1.177,1.242,0.133,0.023
2.7,2.174,2.453,2.413,2.292,0.526,0.287
2.5,2.371,2.521,2.434,2.413,0.129,0.066
1.2,1.15,1.229,1.15,1.129,0.05,0.05
1.4,1.501,1.492,1.5,1.482,-0.101,-0.1
7.5,6.576,7.338,6.909,6.884,0.924,0.591
0.8,0.748,0.796,0.77,0.762,0.052,0.03
1.4,1.193,1.297,1.083,1.039,0.207,0.317
1.6,1.781,1.678,1.741,1.603,-0.181,-0.141
0.7,0.749,0.828,0.759,0.718,-0.049,-0.059
3.5,3.377,3.29,3.046,3.39,0.123,0.454
1.3,1.653,1.547,1.666,1.56,-0.353,-0.366
3.9,3.156,3.217,3.194,3.029,0.744,0.706
3.5,3.499,3.676,3.529,3.564,0.001,-0.029
1.4,1.468,1.651,1.439,1.404,-0.068,-0.039
2.9,2.507,2.607,2.428,2.29,0.393,0.472
2.0,1.816,1.857,1.77,1.72,0.184,0.23
0.7,0.649,0.665,0.743,0.744,0.051,-0.043
2.6,2.552,2.477,2.555,2.504,0.048,0.045
1.5,1.575,1.604,1.626,1.642,-0.075,-0.126
1.9,1.844,1.872,1.932,1.915,0.056,-0.032
0.8,0.768,0.779,0.736,0.687,0.032,0.064
2.8,2.676,2.79,2.757,2.575,0.124,0.043
2.8,2.637,2.788,2.488,2.5,0.163,0.312
1.0,1.034,1.035,0.944,0.891,-0.034,0.056
2.2,1.924,2.026,1.894,1.848,0.276,0.306
3.0,2.791,2.901,2.763,2.965,0.209,0.237
5.4,5.688,5.527,5.657,5.753,-0.288,-0.257
1.1,1.077,1.226,1.14,1.153,0.023,-0.04
5.6,5.486,4.986,5.328,5.518,0.114,0.272
1.2,1.536,1.526,1.461,1.506,-0.336,-0.261
1.5,1.565,1.549,1.685,1.684,-0.065,-0.185
0.7,0.714,0.881,0.795,0.775,-0.014,-0.095
0.5,0.539,0.365,0.453,0.512,-0.039,0.047
0.6,0.595,0.669,0.573,0.578,0.005,0.027
0.9,1.27,1.309,1.232,1.327,-0.37,-0.332
3.1,2.743,2.6,2.783,2.626,0.357,0.317
0.9,1.27,1.27,1.279,1.296,-0.37,-0.379
2.2,2.529,2.175,2.372,2.319,-0.329,-0.172
4.9,4.736,4.982,4.713,4.865,0.164,0.187
0.6,0.876,0.744,0.83,0.853,-0.276,-0.23
0.5,0.417,0.485,0.474,0.433,0.083,0.026
1.5,1.482,1.411,1.417,1.359,0.018,0.083
1.6,1.642,1.754,1.582,1.572,-0.042,0.018
5.0,4.892,5.086,4.894,4.799,0.108,0.106
1.4,1.414,1.313,1.415,1.46,-0.014,-0.015
3.4,3.45,3.463,3.37,3.532,-0.05,0.03
1.0,1.02,1.002,1.002,0.96,-0.02,-0.002
4.9,4.197,3.915,4.482,4.377,0.703,0.418
0.9,0.785,0.755,0.703,0.704,0.115,0.197
2.1,2.814,3.365,2.226,2.474,-0.714,-0.126
1.0,0.834,0.965,0.917,0.917,0.166,0.083
4.0,3.562,3.164,3.703,3.719,0.438,0.297
2.7,2.562,2.817,2.458,2.464,0.138,0.242
1.6,1.972,2.102,2.078,2.086,-0.372,-0.478
1.5,1.524,1.496,1.513,1.501,-0.024,-0.013
1.0,1.027,1.016,1.074,1.049,-0.027,-0.074
1.9,2.027,1.937,2.008,2.064,-0.127,-0.108
1.1,1.298,1.267,1.377,1.311,-0.198,-0.277
0.3,0.825,0.786,0.532,0.752,-0.525,-0.232
2.3,1.862,2.037,2.072,1.872,0.438,0.228
1.8,1.741,1.597,1.772,1.726,0.059,0.028
1.6,1.487,1.516,1.505,1.521,0.113,0.095
2.1,1.829,1.936,1.973,1.891,0.271,0.127
1.5,1.698,1.654,1.684,1.693,-0.198,-0.184
2.5,2.58,2.638,2.54,2.583,-0.08,-0.04
1.5,1.502,1.455,1.413,1.445,-0.002,0.087
0.5,0.454,0.477,0.454,0.473,0.046,0.046
1.6,1.631,1.569,1.699,1.634,-0.031,-0.099
2.4,2.208,2.294,2.221,2.207,0.192,0.179
0.5,0.64,0.636,0.573,0.547,-0.14,-0.073
2.0,1.861,1.965,1.967,1.923,0.139,0.033
3.2,3.553,3.319,3.486,3.637,-0.353,-0.286
4.3,4.032,4.684,4.233,4.302,0.268,0.067
4.0,4.125,3.867,4.063,4.062,-0.125,-0.063
2.1,2.178,2.369,2.113,2.181,-0.078,-0.013
1.1,1.178,1.154,1.165,1.206,-0.078,-0.065
1.2,2.015,1.774,1.958,1.998,-0.815,-0.758
2.2,2.079,2.018,2.137,2.061,0.121,0.063
1.5,1.42,1.296,1.272,1.292,0.08,0.228
2.9,3.029,2.529,2.72,2.748,-0.129,0.18
1.9,1.654,1.718,1.676,1.595,0.246,0.224
3.8,3.614,3.567,3.548,3.665,0.186,0.252
0.6,0.676,0.681,0.612,0.643,-0.076,-0.012
3.5,3.253,3.693,3.299,3.312,0.247,0.201
0.5,0.646,0.668,0.583,0.546,-0.146,-0.083
0.8,0.714,0.439,0.678,0.723,0.086,0.122
0.8,0.678,0.539,0.632,0.576,0.122,0.168
1.6,1.203,1.55,1.388,1.423,0.397,0.212
3.4,3.503,3.383,3.102,3.219,-0.103,0.298
1.6,1.788,1.721,1.752,1.733,-0.188,-0.152
0.5,0.566,0.562,0.554,0.579,-0.066,-0.054
2.0,1.975,1.825,1.87,1.862,0.025,0.13
3.9,3.487,3.9,3.838,3.693,0.413,0.062
1.4,1.357,1.334,1.349,1.385,0.043,0.051
4.3,3.447,4.008,4.054,3.89,0.853,0.246
0.5,0.531,0.459,0.438,0.487,-0.031,0.062
0.7,0.549,0.702,0.553,0.515,0.151,0.147
2.7,2.35,2.52,2.507,2.315,0.35,0.193
3.1,2.723,3.21,2.857,2.582,0.377,0.243
3.6,2.783,2.745,2.764,2.826,0.817,0.836
1.4,1.176,1.378,1.176,1.095,0.224,0.224
0.9,0.652,0.659,0.634,0.608,0.248,0.266
1.4,1.206,1.071,1.228,1.234,0.194,0.172
1.9,2.006,1.826,2.073,2.035,-0.106,-0.173
2.9,3.093,2.709,3.026,3.16,-0.193,-0.126
3.4,3.73,3.833,3.775,3.692,-0.33,-0.375
1.6,1.528,1.464,1.596,1.599,0.072,0.004
3.8,3.683,3.827,3.744,3.616,0.117,0.056
1.1,1.024,1.05,1.065,1.027,0.076,0.035
1.2,1.036,1.108,1.079,1.083,0.164,0.121
3.7,4.022,3.73,4.031,4.073,-0.322,-0.331
3.0,3.197,3.128,3.057,3.063,-0.197,-0.057
3.2,3.233,3.289,3.264,3.344,-0.033,-0.064
1.7,1.781,1.836,1.86,1.789,-0.081,-0.16
0.9,0.874,0.792,0.875,0.811,0.026,0.025
0.9,0.949,0.81,0.825,0.856,-0.049,0.075
3.6,3.798,3.505,3.688,3.662,-0.198,-0.088
2.6,2.745,2.65,2.725,2.563,-0.145,-0.125
1.8,1.863,1.785,1.887,1.87,-0.063,-0.087
1.7,1.484,1.708,1.571,1.532,0.216,0.129
1.9,1.59,1.695,1.67,1.819,0.31,0.23
2.2,2.166,2.108,2.348,2.223,0.034,-0.148
0.6,0.553,0.645,0.598,0.557,0.047,0.002
3.8,3.976,3.999,4.198,4.227,-0.176,-0.398
3.4,3.854,3.57,3.947,3.829,-0.454,-0.547
0.1,0.927,1.005,0.953,1.03,-0.827,-0.853
0.9,0.823,0.855,0.884,0.718,0.077,0.016
0.8,0.961,1.067,0.917,0.993,-0.161,-0.117
2.6,1.89,2.479,2.316,2.418,0.71,0.284
3.4,3.915,3.764,3.687,3.802,-0.515,-0.287
4.5,5.432,5.263,5.658,5.308,-0.932,-1.158
3.4,3.213,3.703,3.507,3.31,0.187,-0.107
1.9,1.874,2.02,2.009,1.961,0.026,-0.109
1.2,1.162,1.316,1.174,1.179,0.038,0.026
3.4,3.453,3.462,3.221,3.275,-0.053,0.179
2.0,2.117,2.02,2.1,2.088,-0.117,-0.1
1.2,1.413,1.23,1.427,1.443,-0.213,-0.227
1.3,1.32,1.156,1.151,1.184,-0.02,0.149
4.8,4.362,4.781,4.464,4.511,0.438,0.336
3.7,3.664,3.723,3.673,3.575,0.036,0.027
5.0,5.006,4.468,4.69,4.678,-0.006,0.31
0.8,1.143,1.088,1.093,1.045,-0.343,-0.293
0.9,0.868,0.972,0.848,0.814,0.032,0.052
1.7,1.766,1.867,1.791,1.779,-0.066,-0.091
2.1,2.127,2.149,2.161,2.295,-0.027,-0.061
0.5,0.632,0.522,0.563,0.52,-0.132,-0.063
1.4,1.619,1.655,1.644,1.538,-0.219,-0.244
0.3,0.438,0.22,0.455,0.477,-0.138,-0.155
2.1,1.927,2.105,2.011,1.955,0.173,0.089
3.1,2.806,2.872,2.924,3.042,0.294,0.176
3.1,3.081,3.128,3.125,3.081,0.019,-0.025
2.7,1.989,2.118,2.086,2.103,0.711,0.614
0.4,1.381,1.543,1.382,1.516,-0.981,-0.982
1.0,1.019,1.156,0.989,0.934,-0.019,0.011
3.2,2.79,3.032,2.91,2.892,0.41,0.29
0.2,0.507,0.36,0.263,0.51,-0.307,-0.063
3.7,2.361,2.699,3.075,2.96,1.339,0.625
1.7,2.058,1.993,2.08,2.166,-0.358,-0.38
4.5,4.307,4.008,4.059,4.073,0.193,0.441
4.8,4.634,5.056,4.978,4.635,0.166,-0.178
1.3,0.946,1.049,1.042,0.946,0.354,0.258
1.4,1.463,1.428,1.521,1.481,-0.063,-0.121
0.9,0.782,0.844,0.771,0.764,0.118,0.129
1.0,1.098,1.022,1.157,1.048,-0.098,-0.157
1.5,1.42,1.355,1.522,1.453,0.08,-0.022
1.5,1.479,1.432,1.506,1.484,0.021,-0.006
